,Date,Low,High,Open,Close,Volume,Adj Close,symbol,RSI
0,2023-08-22,24.959999084472656,25.469999313354492,25.0,25.399999618530273,659903.0,25.399999618530273,ALO.PA,
1,2023-08-23,25.350000381469727,25.809999465942383,25.479999542236328,25.809999465942383,633363.0,25.809999465942383,ALO.PA,100.0
2,2023-08-24,25.579999923706055,26.260000228881836,26.06999969482422,25.579999923706055,574931.0,25.579999923706055,ALO.PA,64.06253725293851
3,2023-08-25,25.270000457763672,25.6200008392334,25.450000762939453,25.31999969482422,455535.0,25.31999969482422,ALO.PA,45.55555791030795
4,2023-08-28,25.280000686645508,25.770000457763672,25.639999389648438,25.65999984741211,593901.0,25.65999984741211,ALO.PA,60.48388213198547
5,2023-08-29,25.520000457763672,25.8700008392334,25.84000015258789,25.770000457763672,671361.0,25.770000457763672,ALO.PA,63.703730914156615
6,2023-08-30,25.209999084472656,25.850000381469727,25.700000762939453,25.450000762939453,680628.0,25.450000762939453,ALO.PA,51.49704018337957
7,2023-08-31,25.31999969482422,25.829999923706055,25.549999237060547,25.510000228881836,3638604.0,25.510000228881836,ALO.PA,53.17920923289284
8,2023-09-01,25.110000610351562,25.440000534057617,25.43000030517578,25.110000610351562,1138191.0,25.110000610351562,ALO.PA,43.19250886290635
9,2023-09-04,24.860000610351562,25.329999923706055,25.229999542236328,24.969999313354492,569011.0,24.969999313354492,ALO.PA,40.528629549277646
10,2023-09-05,24.510000228881836,24.899999618530273,24.84000015258789,24.670000076293945,650435.0,24.670000076293945,ALO.PA,35.79767258909621
11,2023-09-06,24.25,24.90999984741211,24.399999618530273,24.8799991607666,697985.0,24.8799991607666,ALO.PA,40.64746967451562
12,2023-09-07,24.020000457763672,24.84000015258789,24.780000686645508,24.020000457763672,1046278.0,24.020000457763672,ALO.PA,31.043954460447907
13,2023-09-08,23.450000762939453,24.209999084472656,24.100000381469727,23.709999084472656,1075785.0,23.709999084472656,ALO.PA,28.607581978592307
14,2023-09-11,23.8799991607666,24.350000381469727,23.8799991607666,24.170000076293945,769359.0,24.170000076293945,ALO.PA,36.05442647624897
15,2023-09-12,23.93000030517578,24.350000381469727,24.350000381469727,24.15999984741211,653636.0,24.15999984741211,ALO.PA,29.426439845985172
16,2023-09-13,22.860000610351562,23.719999313354492,23.6200008392334,23.219999313354492,1746291.0,23.219999313354492,ALO.PA,25.0
17,2023-09-14,23.110000610351562,24.3799991607666,23.309999465942383,24.290000915527344,1260967.0,24.290000915527344,ALO.PA,40.68717634585285
18,2023-09-15,23.989999771118164,24.690000534057617,24.479999542236328,24.15999984741211,2340531.0,24.15999984741211,ALO.PA,35.902264939154904
19,2023-09-18,23.690000534057617,24.15999984741211,24.0,23.760000228881836,631875.0,23.760000228881836,ALO.PA,32.08556749716193
20,2023-09-19,23.639999389648438,24.09000015258789,23.690000534057617,24.030000686645508,593456.0,24.030000686645508,ALO.PA,37.230222675960526
21,2023-09-20,23.90999984741211,24.209999084472656,24.1299991607666,24.059999465942383,776468.0,24.059999465942383,ALO.PA,36.88969183744844
22,2023-09-21,23.40999984741211,23.770000457763672,23.639999389648438,23.579999923706055,1025189.0,23.579999923706055,ALO.PA,36.36363636363636
23,2023-09-22,23.110000610351562,23.389999389648438,23.299999237060547,23.34000015258789,832833.0,23.34000015258789,ALO.PA,35.72680492436578
24,2023-09-25,22.540000915527344,23.350000381469727,23.239999771118164,22.829999923706055,1078507.0,22.829999923706055,ALO.PA,34.45946337795195
25,2023-09-26,22.170000076293945,22.540000915527344,22.520000457763672,22.389999389648438,867765.0,22.389999389648438,ALO.PA,29.756110722921946
26,2023-09-27,22.360000610351562,22.8799991607666,22.399999618530273,22.6200008392334,945013.0,22.6200008392334,ALO.PA,37.31885823197963
27,2023-09-28,22.3799991607666,22.739999771118164,22.59000015258789,22.700000762939453,942848.0,22.700000762939453,ALO.PA,40.45371060102701
28,2023-09-29,22.600000381469727,22.979999542236328,22.90999984741211,22.600000381469727,1322944.0,22.600000381469727,ALO.PA,34.077095508952155
29,2023-10-02,21.969999313354492,22.799999237060547,22.75,22.239999771118164,1096227.0,22.239999771118164,ALO.PA,31.818196596180314
30,2023-10-03,21.530000686645508,22.100000381469727,21.979999542236328,21.690000534057617,1058471.0,21.690000534057617,ALO.PA,34.35585095386871
31,2023-10-04,21.190000534057617,21.600000381469727,21.5,21.459999084472656,977588.0,21.459999084472656,ALO.PA,15.061732116147553
32,2023-10-05,12.90999984741211,15.0,14.845000267028809,13.395000457763672,19548380.0,13.395000457763672,ALO.PA,5.089700286078397
33,2023-10-06,12.524999618530273,13.949999809265137,13.449999809265137,13.28499984741211,9858601.0,13.28499984741211,ALO.PA,5.215908736927659
34,2023-10-09,12.914999961853027,13.399999618530273,13.229999542236328,13.069999694824219,3380794.0,13.069999694824219,ALO.PA,2.920963184734404
35,2023-10-10,13.130000114440918,13.979999542236328,13.130000114440918,13.65999984741211,4807571.0,13.65999984741211,ALO.PA,7.37706007287008
36,2023-10-11,13.385000228881836,13.859999656677246,13.5,13.404999732971191,3361142.0,13.404999732971191,ALO.PA,7.515668327214286
37,2023-10-12,13.114999771118164,13.765000343322754,13.53499984741211,13.274999618530273,2976527.0,13.274999618530273,ALO.PA,7.585345586872421
38,2023-10-13,12.664999961853027,13.520000457763672,13.125,12.760000228881836,4280601.0,12.760000228881836,ALO.PA,7.582150948853496
39,2023-10-16,12.359999656677246,12.880000114440918,12.71500015258789,12.75,2772944.0,12.75,ALO.PA,7.867144526310739
40,2023-10-17,12.324999809265137,12.78499984741211,12.71500015258789,12.40999984741211,1950211.0,12.40999984741211,ALO.PA,5.800865886651991
41,2023-10-18,12.220000267028809,12.529999732971191,12.295000076293945,12.289999961853027,2320083.0,12.289999961853027,ALO.PA,5.090596171462892
42,2023-10-19,12.074999809265137,12.46500015258789,12.170000076293945,12.454999923706055,1984596.0,12.454999923706055,ALO.PA,6.477907078169551
43,2023-10-20,12.074999809265137,12.260000228881836,12.244999885559082,12.164999961853027,2281013.0,12.164999961853027,ALO.PA,6.51704887315374
